id,source,target,type,weight,evidence,properties
"fault_record:92dd09eafab6->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:92dd09eafab6","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=25"",""source=华锐风机csv/ABB机组16版A8程序故障说明/ABB机组16版A8程序故障说明_9_25.md:1"",""matched=变频器, 变流器""]","{""evidence"":""code=25""}"
"fault_record:687a8e873bab->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:687a8e873bab","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=1"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_1_1.md:1"",""matched=24v, 24V""]","{""evidence"":""code=1""}"
"fault_record:1d8adf3c3009->EXPLAINED_BY_MECHANISM->mechanism:grid-transformer-protection","fault_record:1d8adf3c3009","mechanism:grid-transformer-protection","EXPLAINED_BY_MECHANISM","3","[""code=298"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_100_298.md:1"",""matched=电网, 电压, 频率""]","{""evidence"":""code=298""}"
"fault_record:f897d2ef8d84->EXPLAINED_BY_MECHANISM->mechanism:sensor-measurement-chain-drift-fault","fault_record:f897d2ef8d84","mechanism:sensor-measurement-chain-drift-fault","EXPLAINED_BY_MECHANISM","3","[""code=306"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_102_304.md:3"",""matched=风速仪, 风向仪""]","{""evidence"":""code=306""}"
"fault_record:f6088fae613e->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:f6088fae613e","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=34"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_12_34.md:1"",""matched=变桨, 位置, 同步""]","{""evidence"":""code=34""}"
"fault_record:5b58755fc942->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:5b58755fc942","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=35"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_12_34.md:2"",""matched=变桨, 位置, 同步""]","{""evidence"":""code=35""}"
"fault_record:8a4a84c7c92f->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:8a4a84c7c92f","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=4"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_2_4.md:1"",""matched=反馈信号, 变桨""]","{""evidence"":""code=4""}"
"fault_record:e12d508f9b4a->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:e12d508f9b4a","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=67"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_23_67.md:1"",""matched=24v, 24V""]","{""evidence"":""code=67""}"
"fault_record:52aaa17a1428->EXPLAINED_BY_MECHANISM->mechanism:grid-transformer-protection","fault_record:52aaa17a1428","mechanism:grid-transformer-protection","EXPLAINED_BY_MECHANISM","3","[""code=68"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_23_67.md:2"",""matched=断路器, 接触器""]","{""evidence"":""code=68""}"
"fault_record:b5984080833c->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:b5984080833c","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=80"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_27_79.md:2"",""matched=24v, 24V""]","{""evidence"":""code=80""}"
"fault_record:b5984080833c->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:b5984080833c","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=80"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_27_79.md:2"",""matched=变频器, 变流器""]","{""evidence"":""code=80""}"
"fault_record:95ed9d5ea465->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:95ed9d5ea465","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=81"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_27_79.md:3"",""matched=变频器, 变流器""]","{""evidence"":""code=81""}"
"fault_record:848ad036f0ed->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:848ad036f0ed","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=82"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_28_82.md:1"",""matched=变频器, 变流器""]","{""evidence"":""code=82""}"
"fault_record:c05282ce79b4->EXPLAINED_BY_MECHANISM->mechanism:sensor-measurement-chain-drift-fault","fault_record:c05282ce79b4","mechanism:sensor-measurement-chain-drift-fault","EXPLAINED_BY_MECHANISM","3","[""code=9"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_3_7.md:3"",""matched=AI, DI, 接地""]","{""evidence"":""code=9""}"
"fault_record:f6cec07126f3->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:f6cec07126f3","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=96"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_32_94.md:3"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=96""}"
"fault_record:d760793b114f->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:d760793b114f","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=97"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_33_97.md:1"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=97""}"
"fault_record:80da1aadefa4->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:80da1aadefa4","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=99"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_33_97.md:3"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=99""}"
"fault_record:59756b690572->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:59756b690572","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=100"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_34_100.md:1"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=100""}"
"fault_record:87f0413e21fe->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:87f0413e21fe","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=101"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_34_100.md:2"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=101""}"
"fault_record:8334ebc03948->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:8334ebc03948","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=102"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_34_100.md:3"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=102""}"
"fault_record:ac6cd58c7691->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:ac6cd58c7691","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=103"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_35_103.md:1"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=103""}"
"fault_record:3055a1ab4bbc->EXPLAINED_BY_MECHANISM->mechanism:pitch-hydraulic-pressure-loss","fault_record:3055a1ab4bbc","mechanism:pitch-hydraulic-pressure-loss","EXPLAINED_BY_MECHANISM","3","[""code=112"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_38_112.md:1"",""matched=油压, 压力, 泵""]","{""evidence"":""code=112""}"
"fault_record:41e4a7679b69->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:41e4a7679b69","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=11"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_4_10.md:2"",""matched=反馈信号, 变桨""]","{""evidence"":""code=11""}"
"fault_record:41e4a7679b69->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:41e4a7679b69","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=11"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_4_10.md:2"",""matched=变桨, 位置, 限位""]","{""evidence"":""code=11""}"
"fault_record:30d73c92cd7a->EXPLAINED_BY_MECHANISM->mechanism:pitch-hydraulic-pressure-loss","fault_record:30d73c92cd7a","mechanism:pitch-hydraulic-pressure-loss","EXPLAINED_BY_MECHANISM","3","[""code=118"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_40_118.md:1"",""matched=油压, 泵, 阀""]","{""evidence"":""code=118""}"
"fault_record:f4011a694745->EXPLAINED_BY_MECHANISM->mechanism:pitch-hydraulic-pressure-loss","fault_record:f4011a694745","mechanism:pitch-hydraulic-pressure-loss","EXPLAINED_BY_MECHANISM","3","[""code=123"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_41_121.md:3"",""matched=油压, 泵, 阀""]","{""evidence"":""code=123""}"
"fault_record:b0f2f0ebec51->EXPLAINED_BY_MECHANISM->mechanism:grid-transformer-protection","fault_record:b0f2f0ebec51","mechanism:grid-transformer-protection","EXPLAINED_BY_MECHANISM","3","[""code=149"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_50_148.md:2"",""matched=电网, 电压, 接地""]","{""evidence"":""code=149""}"
"fault_record:75f48e904ad3->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:75f48e904ad3","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=150"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_50_148.md:3"",""matched=24v, 24V""]","{""evidence"":""code=150""}"
"fault_record:8baf7eee5436->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:8baf7eee5436","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=165"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_55_163.md:3"",""matched=反馈, DI, 模块""]","{""evidence"":""code=165""}"
"fault_record:f7f5052a5128->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:f7f5052a5128","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=167"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_56_166.md:2"",""matched=反馈, DI, 模块""]","{""evidence"":""code=167""}"
"fault_record:47d7b079618e->EXPLAINED_BY_MECHANISM->mechanism:thermal-management-sensor-chain","fault_record:47d7b079618e","mechanism:thermal-management-sensor-chain","EXPLAINED_BY_MECHANISM","3","[""code=168"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_56_166.md:3"",""matched=传感器, 控制柜""]","{""evidence"":""code=168""}"
"fault_record:cc393f1de7ee->EXPLAINED_BY_MECHANISM->mechanism:grid-transformer-protection","fault_record:cc393f1de7ee","mechanism:grid-transformer-protection","EXPLAINED_BY_MECHANISM","3","[""code=173"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_58_172.md:2"",""matched=断路器, 接触器""]","{""evidence"":""code=173""}"
"fault_record:c4bb6742404b->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:c4bb6742404b","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=17"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_6_16.md:2"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=17""}"
"fault_record:c53b01317cd5->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:c53b01317cd5","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=182"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_61_181.md:2"",""matched=24v, 24V""]","{""evidence"":""code=182""}"
"fault_record:c53b01317cd5->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:c53b01317cd5","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","3","[""code=182"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_61_181.md:2"",""matched=偏航, 电机, 限位""]","{""evidence"":""code=182""}"
"fault_record:c53b01317cd5->EXPLAINED_BY_MECHANISM->mechanism:yaw-cable-twist-position-limit","fault_record:c53b01317cd5","mechanism:yaw-cable-twist-position-limit","EXPLAINED_BY_MECHANISM","3","[""code=182"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_61_181.md:2"",""matched=偏航, 解缆, 凸轮""]","{""evidence"":""code=182""}"
"fault_record:a542547af4a2->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:a542547af4a2","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=186"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_62_184.md:3"",""matched=位置, 限位, 超时""]","{""evidence"":""code=186""}"
"fault_record:a542547af4a2->EXPLAINED_BY_MECHANISM->mechanism:yaw-cable-twist-position-limit","fault_record:a542547af4a2","mechanism:yaw-cable-twist-position-limit","EXPLAINED_BY_MECHANISM","3","[""code=186"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_62_184.md:3"",""matched=偏航, 角度, 凸轮""]","{""evidence"":""code=186""}"
"fault_record:af45235b0386->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:af45235b0386","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=187"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_63_187.md:1"",""matched=24v, 24V""]","{""evidence"":""code=187""}"
"fault_record:344aa15278b4->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:344aa15278b4","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=199"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_67_199.md:1"",""matched=24v, 24V""]","{""evidence"":""code=199""}"
"fault_record:788e59a8d3bc->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:788e59a8d3bc","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=201"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_67_199.md:3"",""matched=24v, 24V""]","{""evidence"":""code=201""}"
"fault_record:883ea49449d0->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:883ea49449d0","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=207"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_69_205.md:3"",""matched=24v, 24V""]","{""evidence"":""code=207""}"
"fault_record:a1a2e3d66434->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:a1a2e3d66434","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=20"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_7_19.md:2"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=20""}"
"fault_record:06fc493046f6->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:06fc493046f6","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=210"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_70_208.md:3"",""matched=24v, 24V""]","{""evidence"":""code=210""}"
"fault_record:f16a574f7eef->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:f16a574f7eef","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=211"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_71_211.md:1"",""matched=24v, 24V""]","{""evidence"":""code=211""}"
"fault_record:65fad7df4a60->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:65fad7df4a60","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=212"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_71_211.md:2"",""matched=24v, 24V""]","{""evidence"":""code=212""}"
"fault_record:555fafcd0022->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:555fafcd0022","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=23"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_8_22.md:2"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=23""}"
"fault_record:c95824b3dc01->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:c95824b3dc01","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=242"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_81_241.md:2"",""matched=反馈, 开关反馈""]","{""evidence"":""code=242""}"
"fault_record:6e2a2cfbd2d4->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:6e2a2cfbd2d4","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=246"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_82_244.md:3"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=246""}"
"fault_record:f5cf7d55244c->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:f5cf7d55244c","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=251"",""source=华锐风机csv/ABB机组新程序故障说明/ABB机组新程序故障说明_84_250.md:2"",""matched=反馈信号, 变桨""]","{""evidence"":""code=251""}"
"fault_record:1ad135179039->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:1ad135179039","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=549"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_12_549.md:1"",""matched=24v, 24V""]","{""evidence"":""code=549""}"
"fault_record:1ad135179039->EXPLAINED_BY_MECHANISM->mechanism:yaw-drive-brake-limit","fault_record:1ad135179039","mechanism:yaw-drive-brake-limit","EXPLAINED_BY_MECHANISM","3","[""code=549"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_12_549.md:1"",""matched=偏航, 电机, 限位""]","{""evidence"":""code=549""}"
"fault_record:8c19653ca179->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:8c19653ca179","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=551"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_12_549.md:3"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=551""}"
"fault_record:cc56edea7f2b->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:cc56edea7f2b","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=554"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_13_552.md:3"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=554""}"
"fault_record:998fcf8356f9->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:998fcf8356f9","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=557"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_14_555.md:3"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=557""}"
"fault_record:a1fdcb1a46a3->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:a1fdcb1a46a3","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=571"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_18_570.md:2"",""matched=变桨, 位置, 同步""]","{""evidence"":""code=571""}"
"fault_record:3278ca7ebea7->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:3278ca7ebea7","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=572"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_18_570.md:3"",""matched=变桨, 位置, 同步""]","{""evidence"":""code=572""}"
"fault_record:3a70a672b148->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:3a70a672b148","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=577"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_20_576.md:2"",""matched=反馈, 开关反馈""]","{""evidence"":""code=577""}"
"fault_record:56354b7a472e->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:56354b7a472e","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=578"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_20_576.md:3"",""matched=反馈, 开关反馈""]","{""evidence"":""code=578""}"
"fault_record:8cbe35add73c->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:8cbe35add73c","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=579"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_21_579.md:1"",""matched=反馈, 开关反馈""]","{""evidence"":""code=579""}"
"fault_record:f38c3062fc6a->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:f38c3062fc6a","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=580"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_21_579.md:2"",""matched=反馈, 开关反馈""]","{""evidence"":""code=580""}"
"fault_record:e199af758474->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:e199af758474","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=581"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_21_579.md:3"",""matched=反馈, 开关反馈""]","{""evidence"":""code=581""}"
"fault_record:c4c6da46cd71->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:c4c6da46cd71","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=582"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_22_582.md:1"",""matched=反馈, 开关反馈""]","{""evidence"":""code=582""}"
"fault_record:c3f935ebe140->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:c3f935ebe140","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=523"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_3_523.md:1"",""matched=24v, 24V""]","{""evidence"":""code=523""}"
"fault_record:1f57d60650fd->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:1f57d60650fd","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=524"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_3_523.md:3"",""matched=24v, 24V""]","{""evidence"":""code=524""}"
"fault_record:3a4232c06276->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:3a4232c06276","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=615"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_31_613.md:2"",""matched=24v, 24V""]","{""evidence"":""code=615""}"
"fault_record:edac4b310124->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:edac4b310124","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=616"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_31_613.md:3"",""matched=24v, 24V""]","{""evidence"":""code=616""}"
"fault_record:9d5c5f52c69d->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:9d5c5f52c69d","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=617"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_32_617.md:1"",""matched=24v, 24V""]","{""evidence"":""code=617""}"
"fault_record:7e81deb1f4bb->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:7e81deb1f4bb","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=632"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_37_632.md:1"",""matched=反馈, 信号丢失""]","{""evidence"":""code=632""}"
"fault_record:3667818a5531->EXPLAINED_BY_MECHANISM->mechanism:pitch-hydraulic-pressure-loss","fault_record:3667818a5531","mechanism:pitch-hydraulic-pressure-loss","EXPLAINED_BY_MECHANISM","3","[""code=636"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_38_635.md:2"",""matched=油压, 泵, 阀""]","{""evidence"":""code=636""}"
"fault_record:d266dbc7b585->EXPLAINED_BY_MECHANISM->mechanism:pitch-hydraulic-pressure-loss","fault_record:d266dbc7b585","mechanism:pitch-hydraulic-pressure-loss","EXPLAINED_BY_MECHANISM","3","[""code=638"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_39_638.md:1"",""matched=油压, 泵, 阀""]","{""evidence"":""code=638""}"
"fault_record:c5a42ce3c052->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:c5a42ce3c052","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=641"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_40_641.md:1"",""matched=24v, 24V""]","{""evidence"":""code=641""}"
"fault_record:4559d6dd6ecd->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:4559d6dd6ecd","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=651"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_42_651.md:1"",""matched=24v, 24V""]","{""evidence"":""code=651""}"
"fault_record:1864f09155c1->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:1864f09155c1","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=654"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_42_651.md:2"",""matched=反馈, 信号丢失""]","{""evidence"":""code=654""}"
"fault_record:32bb1be5b152->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:32bb1be5b152","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=656"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_43_656.md:1"",""matched=反馈, 信号丢失""]","{""evidence"":""code=656""}"
