id,type,label,count
symptom:cedca9566a7f,symptom,绕组的温度最大值已超过故障报警值,7
symptom:71e0c0a792b6,symptom,计算当前温度下的 Pt100 的阻值，如阻值偏差超过,7
symptom:333b7476b333,symptom,对换通道，观察机组在停机和并网时就地面板显示的环境 所以故障原因可确定为发电机温度信号受到了电磁干扰,7
symptom:e6566256d719,symptom,"向阀中的小球,观察到小球能够顺畅移动,未出现卡滞现象, 的双重缓冲功能,以提高系统运行的稳定性和可靠性",6
symptom:f0781d298c2d,symptom,综合以上现象可,6
symptom:5f4e716a8e92,symptom,"运行状态进行详细监测,观察到以下现象 ：液压站电机仅 可能性",5
symptom:b51254a62017,symptom,"动作一次,运行过程中液压站未产生异常声响,设备表面 （2）通过对液压站原理图的深入研究发现,偏航回",5
symptom:d7a81018b563,symptom,"基于上述现象,初步判断可排除除偏航回路 对液压站进行断电处理,并释放系统内部压力",5
symptom:5c33d6573939,symptom,外其他回路存在异常的可能性,5
symptom:17b4b6e5e8cc,symptom,振动监测阈值设置过高（4.5mm/s）,2
symptom:cd7cf8447cba,symptom,变流器 IGBT,1
symptom:30e94bdc7dd3,symptom,板卡故障的原,1
symptom:569efebe1878,symptom,从导流罩抽送至二层以上空间的热气,1
symptom:2dbd261ea3a6,symptom,了变流器高温停机,1
symptom:5d55a582926f,symptom,、变流器转子侧故障触发，导出变,1
symptom:b3dae3d7edca,symptom,根据风电场运行数据 经上述故障原,1
symptom:79353f3a6798,symptom,存在很多未知负载，电网不稳定,1
symptom:293dde8b6df8,symptom,驱 的巡检以及采取相应防潮措施，例如定期更换变流,1
symptom:38e21cc8b5a2,symptom,相关设备工作异常,1
symptom:58cb7d1e3f77,symptom,用寿命,1
symptom:05ace8071854,symptom,明显不足，主要原,1
symptom:0ee096681421,symptom,风扇强启或提高变流器模,1
symptom:f0d8b491f3ba,symptom,统计了该风场技改前一年期 7 台机组,1
symptom:f313c03f573a,symptom,的直接损失约为 25 万元（未统计电 [5] 毕长飞.大功率直驱风电机组变流器的功率器件热负荷分析[J].机械,1
symptom:503d35be9f88,symptom,的 压变绝缘的问题也得到较好解决,1
symptom:172ab8ebbada,symptom,"尤其是偏航系统结构复杂,导致故障现象并不具有规律性, （3）对比正常机组运行数据可知,正常情况下机组压",1
symptom:ae8f0457f8f4,symptom,"其偏航液压系统出现报警故障后,采用系统化、科学化的 液压系统分析与故障诊断",1
symptom:f359a245ba09,symptom,"描述 绿色线条至蓝色线条方向,具体油路为 ：液压油从油箱出",1
symptom:3eac1dd203da,symptom,"并不具有规律性, （3）对比正常机组运行数据可知,正常情况下机组压",1
symptom:3092c3438d24,symptom,"生换向动作,电磁换向阀（15.2）",1
symptom:bde9ab0f2192,symptom,有备用电磁换向阀,1
symptom:38e07c86cf1b,symptom,无法直接取出,1
symptom:adb69f7be83c,symptom,砀山风,1
symptom:2161cce4707e,symptom,，表现为内圈剥落、外圈15%覆盖率损伤及滚动体凹坑，通过,1
symptom:04693b3192bb,symptom,峰值,1
symptom:8b8251b7d0e5,symptom,主轴系统故障率较平原 本案例在对风电机组主轴故障诊断过程中，选,1
symptom:72abfcd8ca7c,symptom,机理分析表明，该复合磨损是多种,1
symptom:dc9bbe94a2c6,symptom,结果 ：高海拔地区昼夜温差大（日温差达25℃）导 通过现场检查可判定，本次故障的诱,1
symptom:5b43cf074150,symptom,润滑系统污染（金属磨屑浓度超 荷为3850kN，而实际运行中,1
symptom:5558c1bf6d56,symptom,许值≤150ppm），且基础油粘度从原320cSt 降至,1
symptom:0f0d94ac9ec3,symptom,油膜厚度不足，形成金属直接接触,1
symptom:ba152a97f444,symptom,附加偏心载,1
symptom:aa3833ea2a46,symptom,环境,1
symptom:b1c8f6bf21a6,symptom,密封件提前老化，日温差,1
symptom:4c0dc18b76e3,symptom,轴承钢产生微裂纹,1
symptom:54bc0d240500,symptom,1.2 故障现场检查,1
symptom:7037d74c1530,symptom,的系统性失效问题,1
symptom:e38d63b2b852,symptom,主轴轴承磨损故障的直接技术原,1
symptom:e8d363bf1114,symptom,现场运维人员对 A22风机对主轴进行检查，上,1
symptom:01efde671755,symptom,表3 主轴故障直接原,1
symptom:54d70431c977,symptom,直接原,1
symptom:450f7c98c7c7,symptom,表4 主轴故障根本原,1
symptom:d64dae7f6017,symptom,根本原,1
symptom:b93ba2a3cc85,symptom,用专用清洗剂对轴承腔体进行三次循 团队绩效直接挂钩,1
symptom:e628267cefba,symptom,基于故障根,1
symptom:75fe8871112b,symptom,改造，采用特殊配方的氟橡胶密封件，耐磨性提高 风电机组主轴疲劳强度影响,1
symptom:539141662ea1,symptom,"强化监测模式，振动报警阈值动态下调 机械工程师 ,2023(10):113-115.",1
symptom:e125897613ae,symptom,准确度降低，重则使测量 120℃,1
symptom:1da1c8189734,symptom,误报故障或误动作，甚至造成重大事故的发生,1
symptom:547cc7f37028,symptom,如果模块正常，那么可以断定故障原,1
symptom:9c1c71449192,symptom,元件和设备,1
symptom:cc1e1b6751c2,symptom,扰，或者,1
symptom:8e62e60ee65f,symptom,很大的影响,1
symptom:f7295a8ee3aa,symptom,用不合理、不正确,1
symptom:722de68e4db6,symptom,对故障数据分析，可知温度跳变的可能原,1
symptom:186e655c2dfa,symptom,（如机舱变压器和动力电缆），如果干扰源主,1
symptom:20fb32dc6e10,symptom,对换通道，观察机组在停机和并网时就地面板显示的环境 所以故障原,1
symptom:574d6a1ac15a,symptom,启机并网观察数据， 测量误差大的原,1
system:51198095738b,system,液压系统,4
system:0169dd5f049c,system,SCADA,4
system:bfc8eeb8b8f4,system,偏航系统,1
system:3b38804e36bc,system,主控系统,1
system:b59dea4e1bf8,system,PLC,1
term:947f6b771f60,term,停机,7
term:d3bea9efb1b9,term,温度,6
term:41eef008cb28,term,风机,5
term:9f8d394ef97e,term,发电机,5
term:7cd04214ce37,term,机舱,5
term:cb8ea1925439,term,风场,4
term:23362670e490,term,传感器,4
term:8898b14992fa,term,偏航,4
term:3f5ad413e2f2,term,变流器,3
term:6f454c002ccb,term,IGBT,3
term:f1a6f056e7d7,term,电流,3
term:b9f7fdf18d29,term,并网,3
term:45ebccbcba96,term,主轴,3
term:117bac1e4506,term,振动,3
term:54a2a0a871b6,term,接触器,2
term:a561a61eb5ad,term,电压,2
term:38d0a8358b11,term,齿轮箱,2
term:7bc3b508c8d5,term,变桨,1
term:fa7a63c409ef,term,断路器,1
term:0e7fe9ba5c8e,term,塔筒,1
term:ad18e46a4471,term,轮毂,1
term:52a5c38f0efc,term,复位,1
